"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41"
0.0451693405781093,0.0667442426648737,0.037939857265062,0.0689237810204868,0.118714013503492,0.0548043275379237,0.000399846565681927,0.00889153530656139,0.00309270332873657,-0.0223567913391894,0.0153575228315819,0.0479411736027604,0.0524788786585911,0.058244810897605,0.0518794139018151,0.032117236671228,0.0393074516144334,0.0542602938128335,0.0849859257808224,0.075092939137054,0.0505431308374234,0.0505111029062099,0.0282821861507459,0.0154782132956605,0.011571761026385,0.0154810159649388,0.0110137117556053,0.0121806124466531,0.0353095060370103,0.0436295910870888,0.0553997409154894,0.0524168395763307,0.0445423636841195,0.0224306800116184,0.022370688703063,0.0393608942312546,0.0374147570774421,0.0493382160288735,0.0301600456024796,0.0379373917529813,0.0482731930394171
0.0147145504231943,-0.00287602693236688,-0.00169650575178504,0.0129249236371647,0.0190024929467802,-0.0333559022665528,-0.038993984164438,-0.0387185401839968,-0.030525388876102,-0.0162392467225777,-0.0214982828570341,-0.0455276385543062,-0.0332766601836214,-0.0447251200124321,-0.0204070690373306,-0.0306703503466061,0.000753259138023349,0.0087677010191915,-0.0126432452084166,-0.00628757629704652,0.00830615454963268,0.0369000819720015,0.0296136822063855,0.0458139425874048,0.0489034941040726,0.06713965441923,0.0727473482367939,0.0465110710840715,0.0549926135537462,0.0838387353476487,0.0921436554344517,0.0734903869572927,0.0828402678405629,0.0909269527991933,0.084265498081428,0.0694452108763782,0.0754119991231421,0.0762992444846841,0.0826511903317068,0.0961465832584487,0.101204783147868
0.0530443906409612,0.053540406040453,0.073044078991058,0.0350091025705435,0.0794426661056544,0.0285097740628018,0.0913158856339554,0.0462478822885702,0.077204609382775,0.0600768756426567,0.0606080443166135,0.073088038649711,0.060699383371857,0.0772001250765804,0.11523196470059,0.139335742450906,0.128048122622748,0.114486060280422,0.130094466882343,0.114430335126822,0.114009568730051,0.0793386016863951,0.0807092413806733,0.0421481312014846,0.0589330837667789,0.064221206974807,0.0668394763020831,0.0787049857246926,0.0986124494899409,0.0821358008446426,0.0928885391147167,0.110220196183888,0.130051018132004,0.124075956278548,0.123331414842177,0.104064896053206,0.104178706260497,0.0913190939071792,0.10783482485174,0.100690308145052,0.0985860366719321
0.0572110177982423,0.00487681689024311,0.0187074562173688,0.0497239306902684,0.0611453093321084,0.0271173249789807,0.0066070087647826,0.0212585347156691,0.044796656636256,0.0731982363578974,0.0787117515133311,0.0603587415917536,0.0619390597939564,0.0623982381201104,0.0500843583181926,0.0300631484668399,0.0447394560606393,0.0590178422947985,0.042220081959339,0.0292641491349886,0.0371156778020625,0.0345571324018278,0.0280108271695461,0.050686766275291,0.0642754038949569,0.0568699186520305,0.0564112850280207,0.0469747273316722,0.0493245274062414,0.0551571741488296,0.0752857494994473,0.0656044270617454,0.0630270744455721,0.0704645746225554,0.0650663086812167,0.05788064527843,0.0627577925702205,0.0769708893041622,0.0673892189355547,0.0791749128307412,0.0903493792105316
0.113910723199404,0.0687541879675297,0.0570264754419776,0.0207994894822525,-0.0263454633230071,-0.0378033702378695,-0.075966623198081,-0.0967800299455464,-0.115181550756853,-0.120316732324425,-0.116890331650694,-0.0722648892325886,-0.0526346260837977,-0.0433590382445666,-0.0692094438969107,-0.0613282451910195,-0.0372605875585303,-0.0127717966890854,-0.00432720172809506,0.0222193160209108,0.00491691512483126,0.0159972982809385,0.000782170175688005,0.0192103702685389,0.0146837272218967,-0.0115206481478954,-0.0349470598367145,-0.0456521545614688,-0.0536221195469571,-0.0392858831919214,-0.0471746664586922,-0.0637443022393007,-0.0361502040164888,-0.0257676400634296,-0.0152606572271987,-0.0241835076499364,-0.00484924412906634,-0.00252204511438647,-3.57874293588911e-05,-0.00182300601272356,-0.00431642041364905
5.42396319567207e-05,0.00203371800991725,0.0146597771484258,0.000710134966918075,-0.00233038635310678,-0.0334680868071844,-0.046198872620734,-0.0561205021327983,-0.0296458982040255,-0.00335441811969417,-0.00341352628229097,-0.00554476302867446,0.0259681351711966,0.0193570046389328,0.0206199687580827,0.0577002736908402,0.0696390849911553,0.0702718373887443,0.0590876537116553,0.0558965466525313,0.0438773215796169,0.0261794652961587,0.0226543538360418,0.0295976613895111,0.0268882596539376,0.0380071625474381,0.0385786466703205,0.034818874663375,0.0593187900488404,0.0623543693623019,0.0860118383741574,0.084373632388338,0.102393588945646,0.103703272875588,0.0790717057462439,0.0771932234846537,0.0761268731614748,0.0805785755894025,0.0553399561489695,0.0777388613454347,0.0655362529543739
0.0417273989124194,0.0362034103328508,0.0398965969999407,0.0219976489316773,0.0215621455755466,0.00117416381389779,0.0055292529532448,0.0422957598989908,0.0395013892056184,0.0514225270923252,0.0600957147090646,0.0379266428492937,0.0519653082366283,0.0618378767221678,0.0693364749024409,0.0742374289754461,0.0543246637707303,0.0586936922331826,0.0269707153534344,-0.00186125973244719,-0.0128876784687753,-0.00639825319725883,0.0264605340349569,0.0282326798200035,0.0159501050329393,0.0101725016929752,0.0102988815527607,0.000175977401958044,-0.0312860026119259,-0.0223222761527537,-0.0468557579715044,-0.056796587561858,-0.062589290096695,-0.0711618043572199,-0.0805996598524629,-0.0753088051010746,-0.0748463003425739,-0.0679211559915511,-0.069243447298502,-0.06411087962473,-0.0760643176051014
0.0376696070282361,0.0520903735229303,-0.0471806827381966,-0.0292143399322633,0.0322835402921013,0.0163527281243261,0.0134164316682713,0.0432738601540379,0.0163127357673075,0.0538586587104063,0.0606427995249696,0.0583942312487926,0.0588770364771658,0.0657307407348983,0.0622304867101401,0.063302455376796,0.0754347885290235,0.0752173894079276,0.073499421320204,0.078079427579087,0.093390260502785,0.0686685767988412,0.0766604838122424,0.0871772982299273,0.0734762843893468,0.0758279010284171,0.0800110361568778,0.0726421700910123,0.0796190510823651,0.0828718290952821,0.0616082307530325,0.0724000065127105,0.0699337816960579,0.0570382690576718,0.0574618809124933,0.0610418069893299,0.0390351906259492,0.0306903900426806,0.033566724961886,0.0272127132930609,0.0215787760285007
-0.0436790743467774,-0.118321145542541,-0.0629402494733657,-0.0260671096324034,-0.00187516767162355,0.0243153693740219,0.0439686034161143,0.0665203026247566,0.00587393395889313,0.0170657105537674,-0.00121233364880469,-0.0149292748081999,-0.0198630445979026,0.00381481552992097,0.036442910780032,0.0682020328853938,0.0870321553226921,0.0960800939910209,0.0656231747834588,0.0537896950851571,0.0745617762739042,0.0679723959905253,0.0934867676560975,0.0841074091111564,0.0981409727480169,0.0991149225439375,0.110251518329704,0.123908319579723,0.131742137430182,0.105924772014663,0.104422925355844,0.112393454131376,0.111827379433653,0.121962948831399,0.0893460131527818,0.0743211142598546,0.0752543800956728,0.0924962374926742,0.0951790173707746,0.0870081754631998,0.0827533294361957
-0.061718474820657,-0.0747668523686695,-0.0926501020945525,-0.0821253504196364,-0.129413576729478,-0.0973054915607869,-0.0624390662677512,-0.0542726821846291,-0.0881219942488125,-0.0502406984631599,-0.0507433371946543,-0.0487049291834037,-0.0435538807481686,-0.00748944118020756,0.0109943209309565,0.0255978896260041,0.0134289231026178,0.0215369726666044,0.0189429465680351,0.0279048541666729,0.0102196218316557,0.00119114521532697,0.0382557845996836,0.0552905739293,0.0314933227870452,0.0136857739532004,0.00186865441950612,-0.0187104307630405,-0.00421470781405001,-0.0139020580448858,-0.0288332736102735,-0.0427805112852536,-0.0426927046148781,-0.0479796188378849,-0.0641454812974224,-0.0184116538952969,-0.0310575403377985,-0.0385122758980624,-0.0401964744352807,-0.0180731204230314,-0.00579755396599591
