"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41"
-1.42778052042945,-1.26084612530002,-1.21290758678364,-1.16593595141924,-1.06045596380501,-1.05852054846606,-1.08553932193373,-1.0531721777554,-1.04932206348472,-1.04207242950615,-1.00395519646183,-0.97435565601617,-0.971078334442941,-0.94355515746847,-0.937390618875306,-0.922647848182371,-0.899854236675665,-0.885418889785549,-0.84900604023231,-0.845696210183286,-0.86354101034201,-0.85773913391304,-0.864351375356806,-0.877349818895457,-0.876552156873727,-0.846928162653813,-0.844679421086986,-0.845949500389064,-0.828626220487485,-0.821291673034106,-0.80952644754762,-0.788398011947186,-0.79325589173504,-0.807633683183018,-0.796579849350167,-0.768763124571087,-0.765335733657144,-0.758547629387383,-0.778282572011544,-0.759711042818066,-0.747912619746655
-1.46813241969944,-1.34892223859142,-1.24003098491231,-1.1810541273028,-1.14188972066418,-1.12110584722473,-1.09614013401265,-1.05506107782594,-1.034342585619,-0.996474715945998,-0.989735311368009,-0.998539553164651,-0.967247105018904,-0.963112021643541,-0.92379694754328,-0.920722918049316,-0.894361894195903,-0.899013250231472,-0.903145700057819,-0.91138824590279,-0.88387169762369,-0.867822735058501,-0.856779639106304,-0.84053153216914,-0.832087983920566,-0.810746337168305,-0.814445198278908,-0.833914884222199,-0.81686671306185,-0.794217264501415,-0.781423776147405,-0.805571402091103,-0.789397024439708,-0.784353771239306,-0.782600427891532,-0.785939978037908,-0.761796530339147,-0.754996679289916,-0.745845195536822,-0.734068369946371,-0.726495082628247
-1.41358274405338,-1.27894049186885,-1.14998454795768,-1.11698292339563,-1.07377615198795,-1.0903082451777,-0.999833440636848,-1.02563193671839,-0.953628362558627,-0.899349698906428,-0.890411216856449,-0.871880269591758,-0.883049134718306,-0.861472388812455,-0.814297723015716,-0.787132392634299,-0.77927766657407,-0.787245836342202,-0.752292229834867,-0.764895752826694,-0.75938627029776,-0.774434650441485,-0.775587755452054,-0.795206364864031,-0.781591953427403,-0.773937365483796,-0.760410882215799,-0.754907782986113,-0.722505320116571,-0.718446453368613,-0.709227813003322,-0.68546119309316,-0.654194678432439,-0.654463612884973,-0.650888683614067,-0.664366490275326,-0.661478804698131,-0.663558094045895,-0.648923914944293,-0.649914484604478,-0.654002396811551
-1.44840912087236,-1.35329673992969,-1.2812781312879,-1.16883494679068,-1.0951045519167,-1.09931743323775,-1.09218889985333,-1.05478847273662,-1.01566031352849,-0.978960243127981,-0.957876683491211,-0.929867519938902,-0.913694433107028,-0.884597570197068,-0.88465704582357,-0.890714007925894,-0.873789961839854,-0.852296692285906,-0.862022384404707,-0.869148837728268,-0.844948831867156,-0.843051517995213,-0.840590871018936,-0.80374928861272,-0.784895253503961,-0.784957941100796,-0.779163608145873,-0.779968741036619,-0.773928442951069,-0.753547833621605,-0.718891561156566,-0.724635492488269,-0.721048385802872,-0.707170027446575,-0.700895193987595,-0.712744978558169,-0.703571597709824,-0.690181195867894,-0.691992134861417,-0.670446479420963,-0.648215818739844
-1.40682071032563,-1.30038021959053,-1.20363471978564,-1.18134165397253,-1.1628806477499,-1.11030133872073,-1.11452975582946,-1.09859734735835,-1.08244945163509,-1.06784356764605,-1.0507542154691,-1.00876898784258,-0.971975904218372,-0.965831534322926,-0.960442378834364,-0.957837263015572,-0.938549888811765,-0.924974223825533,-0.89879045926359,-0.869950739750763,-0.881207629697801,-0.86473633135379,-0.865367929068161,-0.833020509944162,-0.836617885313119,-0.850157495370423,-0.862843698962188,-0.865750449488627,-0.85389169200341,-0.838895427457894,-0.838710675477138,-0.840653501928316,-0.800061946905838,-0.776460172765061,-0.768630102331242,-0.763132512067833,-0.747035153142427,-0.748052363421832,-0.745941687023435,-0.752823916456259,-0.763775100917775
-1.43704157603422,-1.35020017414221,-1.2431235139647,-1.18771704155896,-1.16252814899765,-1.14440891495946,-1.10159940048589,-1.08746568408886,-1.05279603371868,-0.998898264219378,-0.964700710274276,-0.963768920787874,-0.91786677297021,-0.919784932664804,-0.893650638768597,-0.842198990154325,-0.825057268035348,-0.821500126939075,-0.813404816912881,-0.816845943883191,-0.811846192079958,-0.825055413943298,-0.828549823597436,-0.821249193364069,-0.810619753694055,-0.788288178583585,-0.769327754019525,-0.752188742874045,-0.719768545606854,-0.715189357532648,-0.686060382931218,-0.684735396067534,-0.654403955184493,-0.63730756229472,-0.665057918530414,-0.656277640120698,-0.654429103831225,-0.646999323334688,-0.665862157830874,-0.641502653272695,-0.654925255388016
-1.42241653942879,-1.29479138858358,-1.24065904562416,-1.20527572799904,-1.1149134772058,-1.08079435810846,-1.02894499252703,-0.97204600573977,-0.963164589525973,-0.91793648727535,-0.902236287461815,-0.911159852212193,-0.88072249068777,-0.859108102864432,-0.825494216199735,-0.82015675522391,-0.822247318952309,-0.806089466022987,-0.831193188151237,-0.842993810367122,-0.844174432009014,-0.828413871861595,-0.795304191292195,-0.791843918193851,-0.800544553993793,-0.800729770865636,-0.80233306327538,-0.804892334715655,-0.829671950710088,-0.811080452758992,-0.823301651671109,-0.830976951918962,-0.83288739377964,-0.847052687486911,-0.843150520149377,-0.829808820851929,-0.831972604783357,-0.821372162079362,-0.814783700488942,-0.815327416658274,-0.815859164231762
-1.50899804257354,-1.33070576076044,-1.28087711207878,-1.21330173213368,-1.10421379784147,-1.09044266294524,-1.06076022073253,-0.998110691299756,-1.01224227361104,-0.966631231717708,-0.943010883057527,-0.935258998127425,-0.920227654286133,-0.920661327435025,-0.898082620905987,-0.895192399102813,-0.857476683379675,-0.852456671879055,-0.840799512201485,-0.809708429308462,-0.775872158666753,-0.769183821138129,-0.747425562268067,-0.713112247060126,-0.72501686104406,-0.728169815221054,-0.716679768040761,-0.725913235160254,-0.714662917630494,-0.707991929093444,-0.721686958686073,-0.700528127803337,-0.705723051800824,-0.699175389176788,-0.678858563638918,-0.675648621253449,-0.687580637613181,-0.691237640222449,-0.686862178673912,-0.691774804349123,-0.690483644219113
-1.52897951103051,-1.45679215517431,-1.31426027283646,-1.2281054745819,-1.15898128728655,-1.11656680950965,-1.05158779920539,-0.982478643798142,-1.02244633485225,-0.998202483434119,-0.997977705255436,-0.996995626768288,-0.975486357595163,-0.911994446068729,-0.868403482053822,-0.849744043836729,-0.828194407979695,-0.826515903186884,-0.83956812864126,-0.855896002833747,-0.812469919769406,-0.809596573367483,-0.766143693045565,-0.774060155231812,-0.76282185497781,-0.754669104222648,-0.743106075803098,-0.726936243260238,-0.72317405765428,-0.734676422176133,-0.730608107690533,-0.722393805167298,-0.732500082940576,-0.705469111092965,-0.725824778360778,-0.736347923714263,-0.725449059001393,-0.702702069362348,-0.702439166860478,-0.708490759162491,-0.712058983584746
-1.47529667854806,-1.35947905041008,-1.299304230795,-1.24744116579439,-1.23193563804024,-1.18315329196967,-1.11094314686047,-1.07699603610234,-1.03277905716028,-0.977204137891367,-0.95239043635527,-0.931367792174315,-0.893917328157515,-0.853760691148909,-0.843955224127757,-0.823378765253567,-0.813894403401379,-0.805813878268713,-0.801582358293242,-0.8035021636342,-0.776960797133087,-0.783608575632998,-0.738355936711138,-0.714624929399776,-0.725033535124271,-0.736138961984191,-0.74272608709467,-0.761454270167947,-0.74459023766329,-0.748299683313103,-0.75763581116948,-0.756377689539469,-0.753370987732536,-0.750951606035163,-0.756854934743592,-0.724279676952125,-0.740863059734428,-0.741150917490815,-0.738151616259535,-0.704398830317035,-0.695644862620874
