"X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41"
0.98783384361631,0.991528861157859,0.993312344428514,0.995038906729046,0.996011245661655,0.996867495005508,0.99790235215367,0.997990159799629,0.998219353334112,0.998326485371257,0.998634752352012,0.998962678237422,0.999074114476038,0.99909052544036,0.999254398896016,0.999454062395938,0.99919993582823,0.999340686252309,0.999341302614503,0.999598284327881,0.999631089973927,0.999576660790454,0.999755096109229,0.999906570916006,0.999986655475728,1.0000384405545,1.00005759270468,1.00000463089916,1.00005951824629,0.999986267731652,1.00012089676367,1.0001535716449,1.00014196577821,1.00017416996733,1.00025131276624,1.00020314152044,1.00022610423188,1.00026429818007,1.00021147612328,1.00025679506827
0.98820283425327,0.991427444525046,0.993032405590685,0.993769937376256,0.995030517243988,0.995232408299464,0.995812766914374,0.996304928868318,0.997239001933221,0.998087487614212,0.997987257487108,0.998098901718231,0.998555357392115,0.998601825677683,0.998749786517707,0.999126070701653,0.999562213660605,0.999558204043488,0.999572355710621,0.999625235690107,0.999672643947611,0.999626460597512,0.999697609064523,0.999755518768608,0.999889223362397,1.00000717411179,1.0000938248817,1.00009327586781,1.00015396246568,1.00036225067306,1.00032819007566,1.00029985602918,1.00027191203649,1.0003379638197,1.00034096169856,1.00036643019458,1.00039273008909,1.00041204290607,1.00036640630686,1.00023012720924
0.989351884107025,0.992173277129495,0.994963340330933,0.995477103620115,0.996378958048959,0.997013356000097,0.997812894472683,0.998473977353758,0.998755421200014,0.999534194988794,0.999842747129152,1.00011709685137,1.0002041208449,1.00022832208973,1.00014663334159,1.00024947967617,1.00012592572368,1.0001061007041,1.00000511929587,0.999853386417749,0.999950879450522,1.00003697905815,0.99988394934452,0.999963060273957,0.999890013725639,0.999932203284268,1.00002421161639,1.00013283791765,1.00015525094635,1.00030908139127,1.0003564769407,1.00051361519135,1.0004640149567,1.00041701004117,1.00049281496849,1.00040541136356,1.00032035829446,1.00037721167385,1.00042111522207,1.00046170563853
0.991658361191917,0.994807496550333,0.996315372227228,0.997802368972511,0.998598882112518,0.999477878040757,0.999651662157989,0.999771412849946,0.999678962316358,1.00000811313877,1.00022058711858,1.00049248522432,1.00039282219801,1.00072242013758,1.00059394275586,1.00067698342951,1.00080148616363,1.00062179856091,1.00084780268788,1.00085738950265,1.00105734121678,1.00097588747929,1.00097565676087,1.00090744013907,1.00104302907001,1.00099084237072,1.00104269488074,1.00109252086631,1.00107125055543,1.0009407381437,1.00094168276515,1.0008586402507,1.00071822993678,1.0007710210859,1.00081481375259,1.00095182730898,1.00092938701699,1.00087305467245,1.00078366212973,1.0008046785932
0.988753433699875,0.993155317575752,0.99443412225464,0.99525539980102,0.995141214182947,0.9955546914995,0.996222079336466,0.99664594089784,0.997214488168365,0.997589948749646,0.997476072985048,0.997919351485402,0.99833428497651,0.998861079803873,0.998524817814975,0.998877754920039,0.999027168911282,0.999202534607579,0.999238235588524,0.999248942208459,0.99909506386431,0.999080548588838,0.999440001888959,0.999286834364171,0.99924455445691,0.999216658293413,0.999141628149019,0.999245851855857,0.999318921359647,0.999274797652095,0.999322385610376,0.999523915352595,0.999598099538573,0.99953690146638,0.9994912862478,0.999467766124164,0.999660868837619,0.999741635859837,0.999819575111005,0.999837068053109
0.991226397578044,0.993921356643466,0.994953679788395,0.995543316846043,0.996703994622002,0.997261187819727,0.998160561506053,0.998296485292168,0.998744998910233,0.999104400741839,0.999588610450011,0.999211503529664,0.999157777150903,0.999280732059109,0.999153807612279,0.999208197005332,0.999373042638945,0.999699212957928,0.999752517872744,0.999850521106909,0.999665821157837,0.999728577925115,0.99984297845773,0.999848622407528,1.00009536062696,1.00010369304533,1.00008180261295,1.00017722760697,1.0000654818334,1.00016825825224,1.00013203732723,1.00004006087123,1.0001094637758,1.00019896131512,1.00020765712986,1.00018970404772,1.00013219352165,1.00014970595667,1.00018229915695,1.00015230509582
0.991536082768938,0.993671715826541,0.996752767956708,0.997526388737834,0.998428730924226,0.998555490839208,0.998913405965514,0.999151304744778,0.999148390144577,0.999545752827769,0.999549108720161,0.999768638300433,1.00011343379754,1.00007009343379,1.00017685984258,1.00018290165983,1.00024727560885,1.00038542283542,1.00021240674853,1.00040623288274,1.00041937394574,1.00033826219342,1.00033850503045,1.00039617106773,1.00028149836847,1.00041803423314,1.00047882803836,1.00068086108624,1.00071975461362,1.0006453052422,1.00065765848139,1.00064713771492,1.0006195606821,1.0007288006444,1.00078428601502,1.00075457547524,1.00068298151093,1.00066732206476,1.00060375340955,1.00060185819979
0.990574142289512,0.994121675833132,0.995790134115069,0.996764561783339,0.99657672363478,0.997201984743046,0.997138185108703,0.997728714451163,0.998249469281456,0.998883944817452,0.99928393579854,0.999158754111489,0.99879183150812,0.998942557832422,0.999152582363583,0.99949484994125,0.999865833395102,1.00017133860146,1.00013523039264,1.00026494093839,1.00014572727991,1.0002136039145,1.0001811495053,1.00016709124457,1.00026427922083,1.00012560800218,1.00008722024332,1.00002460992611,1.00003920555514,1.00005293685462,1.00016274336458,1.00020295100991,1.00025903844272,1.00033226283992,1.00031656336837,1.00040758805682,1.00048000540992,1.00035518587418,1.00033149316554,1.00038347514283
0.98662870910941,0.990002642468539,0.993092721836631,0.994611811291218,0.996285575959791,0.997070737076132,0.997755533309534,0.998308996482057,0.998845297910038,0.999109212288289,0.999336609570874,0.999676785185498,0.999989736848774,1.00029297274068,1.00070650853397,1.00077286864583,1.00058437112383,1.0004452724635,1.00026966269696,1.00014906171018,1.00023459983471,1.00031372471961,1.0001045761244,1.0000365908854,1.00003120433041,1.00001955693194,0.999993536099124,0.999951605512254,1.00003555268538,0.999967078384266,0.999958273358833,1.00003635174848,1.00014846286493,1.00020873515313,1.00013767615873,1.00018451946721,1.00020087821163,1.0001864291913,1.00013641431632,1.00017260990138
0.989413956141786,0.991601721877529,0.993904142896252,0.994815413290939,0.995636192069409,0.996338787571194,0.997558815695651,0.997965943877121,0.997792230617837,0.998178788666202,0.998466535430255,0.999323799016821,0.999515681067775,0.999535658716616,0.999489399588432,0.999537818644692,0.999613607568237,0.999597799068755,0.999554249290118,0.999618801708524,0.999595720381379,0.999799425007499,0.999515263557099,0.999400031069395,0.9994446063491,0.99952003701362,0.999688910179964,0.999698394212676,0.999685790984017,0.999653781954998,0.999651320562996,0.999747689419197,0.999758023512114,0.999727930335487,0.999679992446227,0.99970945789625,0.999799696585225,0.999795754172862,0.999834679060655,0.999907367452829
